web-scraper-order,web-scraper-start-url,pagelink,pagelink-href,pagelink2,pagelink2-href
"1716323825-315","https://cesta.stanford.edu/events/past-events","","","Introduction to R","https://cesta.stanford.edu/events/introduction-r-3"
"1716323825-316","https://cesta.stanford.edu/events/past-events","","","Academic Job Search: Overview & Analyzing Job Postings (PhDs & Postdocs)","https://cesta.stanford.edu/events/academic-job-search-overview-analyzing-job-postings-phds-postdocs"
"1716323825-317","https://cesta.stanford.edu/events/past-events","","","Resume Lab (PhDs & Postdocs)","https://cesta.stanford.edu/events/resume-lab-phds-postdocs"
"1716323825-318","https://cesta.stanford.edu/events/past-events","","","Sustainable Infrastructures for Digital Arts & Humanities: An International DARIAH Exchange","https://cesta.stanford.edu/events/sustainable-infrastructures-digital-arts-humanities-international-dariah-exchange"
"1716323825-319","https://cesta.stanford.edu/events/past-events","","","Sustainable Infrastructures for Digital Arts & Humanities: An International DARIAH Exchange","https://cesta.stanford.edu/events/sustainable-infrastructures-digital-arts-humanities-international-dariah-exchange-0"
"1716323825-320","https://cesta.stanford.edu/events/past-events","","","Sustainable Infrastructures for Digital Arts & Humanities: An International DARIAH Exchange","https://cesta.stanford.edu/events/sustainable-infrastructures-digital-arts-humanities-international-dariah-exchange-1"
"1716323825-321","https://cesta.stanford.edu/events/past-events","","","CESTA Summer Research Showcase 2018","https://cesta.stanford.edu/events/cesta-summer-research-showcase-2018"
"1716323825-322","https://cesta.stanford.edu/events/past-events","","","Dr. Eugénia Cunha | Practical guidelines for the routine practice in forensic anthropology, with an emphasis on some of the challenges particular to practice in Europe.","https://cesta.stanford.edu/events/dr-eugenia-cunha-practical-guidelines-routine-practice-forensic-anthropology-emphasis-some"
"1716323825-323","https://cesta.stanford.edu/events/past-events","","","Dr. Lyle W. Konisgberg | It's not a Scandal. It's Statistics.","https://cesta.stanford.edu/events/dr-lyle-w-konisgberg-its-not-scandal-its-statistics"
"1716323825-324","https://cesta.stanford.edu/events/past-events","","","2018 CESTA Summer Research Internship Program Begins","https://cesta.stanford.edu/events/2018-cesta-summer-research-internship-program-begins"
"1716323825-325","https://cesta.stanford.edu/events/past-events","","","Mining the Asia Directory & Chronicle: A New Exploration of the Foreign Presence in Asia (1863-1934)","https://cesta.stanford.edu/events/mining-asia-directory-chronicle-new-exploration-foreign-presence-asia-1863-1934"
"1716323825-326","https://cesta.stanford.edu/events/past-events","","","Digital Humanities Graduate Research Showcase","https://cesta.stanford.edu/events/digital-humanities-graduate-research-showcase"
"1716323825-327","https://cesta.stanford.edu/events/past-events","","","Making the Most of Your Summer Workshop","https://cesta.stanford.edu/events/making-most-your-summer-workshop"
"1716323825-328","https://cesta.stanford.edu/events/past-events","","","Introduction to Webscraping with Python","https://cesta.stanford.edu/events/introduction-webscraping-python"
"1716323825-329","https://cesta.stanford.edu/events/past-events","","","CESTA Poster Symposium","https://cesta.stanford.edu/events/cesta-poster-symposium-0"
"1716323825-330","https://cesta.stanford.edu/events/past-events","","","CESTA Poster Symposium","https://cesta.stanford.edu/events/cesta-poster-symposium"
"1716323825-331","https://cesta.stanford.edu/events/past-events","","","Data Storytelling with Thematic Maps: The Design Genius of Charles Joseph Minard","https://cesta.stanford.edu/events/data-storytelling-thematic-maps-design-genius-charles-joseph-minard"
"1716323825-332","https://cesta.stanford.edu/events/past-events","","","When and Why to Use a Database for Humanities Research","https://cesta.stanford.edu/events/when-and-why-use-database-humanities-research"
"1716323825-333","https://cesta.stanford.edu/events/past-events","","","Talk by Molly Roy | “But don't we know where everything is?”: How to Map the Rest of It","https://cesta.stanford.edu/events/talk-molly-roy-dont-we-know-where-everything-how-map-rest-it"
"1716323825-334","https://cesta.stanford.edu/events/past-events","","","Introduction to Natural Language Processing (NLP) with Python","https://cesta.stanford.edu/events/introduction-natural-language-processing-nlp-python"
"1716323825-335","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Gisch & Parker ""Museums, Media, and Memory in South Africa""","https://cesta.stanford.edu/events/cesta-seminar-gisch-parker-museums-media-and-memory-south-africa"
"1716323825-336","https://cesta.stanford.edu/events/past-events","","","Art and Culture on the US-Mexico Border: 2,000 Miles of Imagination that Unite and Divide Us","https://cesta.stanford.edu/events/art-and-culture-us-mexico-border-2000-miles-imagination-unite-and-divide-us"
"1716323825-337","https://cesta.stanford.edu/events/past-events","","","Ana Raquel Minian on her new book ""Undocumented Lives: The Untold Story of Mexican Immigration""","https://cesta.stanford.edu/events/ana-raquel-minian-her-new-book-undocumented-lives-untold-story-mexican-immigration"
"1716323825-338","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Aster & Murphy Kao ""'Travel Through Time: Japan'—A Digital Exhibit Powered by Stanford Libraries' Open-Source Technologies""","https://cesta.stanford.edu/events/cesta-seminar-aster-murphy-kao-travel-through-time-japan-digital-exhibit-powered-stanford"
"1716323825-339","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | ""The Digital Humanities Graduate Research Fellows Program: Past, Present, Future""","https://cesta.stanford.edu/events/cesta-seminar-digital-humanities-graduate-research-fellows-program-past-present-future"
"1716323825-340","https://cesta.stanford.edu/events/past-events","","","Data Visualization with Python","https://cesta.stanford.edu/events/data-visualization-python"
"1716323825-341","https://cesta.stanford.edu/events/past-events","","","Data Visualization with R","https://cesta.stanford.edu/events/data-visualization-r"
"1716323825-342","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Gordon & Steiner ""Visualizing long-term changes in spatial ecology""","https://cesta.stanford.edu/events/cesta-seminar-gordon-steiner-visualizing-long-term-changes-spatial-ecology"
"1716323825-343","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | McDonough ""Anachronism in Spatial History""","https://cesta.stanford.edu/events/cesta-seminar-mcdonough-anachronism-spatial-history"
"1716323825-344","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Cooley, Toledano & Yıldırım ""Experts, Informants, Environments: Global Nature Studies in a Digital Age""","https://cesta.stanford.edu/events/cesta-seminar-cooley-toledano-yildirim-experts-informants-environments-global-nature-studies"
"1716323825-345","https://cesta.stanford.edu/events/past-events","","","CMEMS Workshop | Georgia Henley ""Memory and Violence: Welsh Elegiac Poetry for English Readers""","https://cesta.stanford.edu/events/cmems-workshop-georgia-henley-memory-and-violence-welsh-elegiac-poetry-english-readers"
"1716323825-346","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Z. Frank ""Urbanization and its discontents: a broad view of the problem of eviction and displacement""","https://cesta.stanford.edu/events/cesta-seminar-z-frank-urbanization-and-its-discontents-broad-view-problem-eviction-and"
"1716323825-347","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | M. Maryl ""Digital Literary Studies with Polish Accent""","https://cesta.stanford.edu/events/cesta-seminar-m-maryl-digital-literary-studies-polish-accent"
"1716323825-348","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | A. Liu & A. Lunn ""Spatial Approaches to Understanding Institutional and Material Change in Asia: The Cases of Banking in China and Household Sanitation Adoption in India""","https://cesta.stanford.edu/events/cesta-seminar-liu-lunn-spatial-approaches-understanding-institutional-and-material-change"
"1716323825-349","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | G. Worthey ""Tom Sawyer, Librarian.  Or, Whitewashing the DH Book Collection.""","https://cesta.stanford.edu/events/cesta-seminar-g-worthey-tom-sawyer-librarian-or-whitewashing-dh-book-collection"
"1716323825-350","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | A. Smith & E. Treharne ""Digitizing Textual Objects: Best Practice, Worst Practice""","https://cesta.stanford.edu/events/cesta-seminar-smith-e-treharne-digitizing-textual-objects-best-practice-worst-practice"
"1716323825-351","https://cesta.stanford.edu/events/past-events","","","Compatibilities: Quantification and Literary Study","https://cesta.stanford.edu/events/compatibilities-quantification-and-literary-study"
"1716323825-352","https://cesta.stanford.edu/events/past-events","","","Venture: Humanities & Sciences Opportunities","https://cesta.stanford.edu/events/venture-humanities-sciences-opportunities"
"1716323825-353","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | C. Brown ""A walk with Horton in the 19th century using virtual reality and geospatial tools""","https://cesta.stanford.edu/events/cesta-seminar-c-brown-walk-horton-19th-century-using-virtual-reality-and-geospatial-tools"
"1716323825-354","https://cesta.stanford.edu/events/past-events","","","Linked Pasts III: New Voices, Old Places","https://cesta.stanford.edu/events/linked-pasts-iii-new-voices-old-places"
"1716323825-355","https://cesta.stanford.edu/events/past-events","","","Linked Pasts III: New Voices, Old Places","https://cesta.stanford.edu/events/linked-pasts-iii-new-voices-old-places-0"
"1716323825-356","https://cesta.stanford.edu/events/past-events","","","Linked Pasts III: New Voices, Old Places","https://cesta.stanford.edu/events/linked-pasts-iii-new-voices-old-places-1"
"1716323825-357","https://cesta.stanford.edu/events/past-events","","","The Matter of Medieval Manuscripts","https://cesta.stanford.edu/events/matter-medieval-manuscripts"
"1716323825-358","https://cesta.stanford.edu/events/past-events","","","CESTA End-of-Quarter Party","https://cesta.stanford.edu/events/cesta-end-quarter-party"
"1716323825-359","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | C. Armand ""MADSpace, a digital platform devoted to the spatial history of advertising in modern Shanghai (1905-1949)""","https://cesta.stanford.edu/events/cesta-seminar-c-armand-madspace-digital-platform-devoted-spatial-history-advertising-modern"
"1716323825-360","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | M. Widner ""The Future of Distant Reading? Models and Scholarly Editions""","https://cesta.stanford.edu/events/cesta-seminar-m-widner-future-distant-reading-models-and-scholarly-editions"
"1716323825-361","https://cesta.stanford.edu/events/past-events","","","Livestream: B. Pentcheva ""Re-Animating the Past: The Lost Voice of Hagia Sophia""","https://cesta.stanford.edu/events/livestream-b-pentcheva-re-animating-past-lost-voice-hagia-sophia"
"1716323825-362","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | G. Henley, E. Treharne, M. Lyons-Penner, S. Brisbois ""Digital Medieval Studies in 2017: precedents, pathways, futures""","https://cesta.stanford.edu/events/cesta-seminar-g-henley-e-treharne-m-lyons-penner-s-brisbois-digital-medieval-studies-2017"
"1716323825-363","https://cesta.stanford.edu/events/past-events","","","CIDR Workshop: Data Manipulation with Python","https://cesta.stanford.edu/events/cidr-workshop-data-manipulation-python"
"1716323825-364","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | L. Scholz ""Mapping Mobility. Towards a Spatial History of the Old Reich""","https://cesta.stanford.edu/events/cesta-seminar-l-scholz-mapping-mobility-towards-spatial-history-old-reich"
"1716323825-365","https://cesta.stanford.edu/events/past-events","","","CIDR Workshop: Introduction to R","https://cesta.stanford.edu/events/cidr-workshop-introduction-r"
"1716323825-366","https://cesta.stanford.edu/events/past-events","","","Fellows' and Graduates' Wine and Cheese Happy Hour at CESTA","https://cesta.stanford.edu/events/fellows-and-graduates-wine-and-cheese-happy-hour-cesta"
"1716323825-367","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | M. Algee-Hewitt, S. Douris, & J.D. Porter | Roundtable Discussion of Fleming on Distant Reading and Exemplary Reading","https://cesta.stanford.edu/events/cesta-seminar-m-algee-hewitt-s-douris-jd-porter-roundtable-discussion-fleming-distant"
"1716323825-368","https://cesta.stanford.edu/events/past-events","","","Lit Lab Welcomes New Graduate Students","https://cesta.stanford.edu/events/lit-lab-welcomes-new-graduate-students"
"1716323825-369","https://cesta.stanford.edu/events/past-events","","","Second Workshop of the Grand Tour Project","https://cesta.stanford.edu/events/second-workshop-grand-tour-project"
"1716323825-370","https://cesta.stanford.edu/events/past-events","","","Final Presentation Showcase for the Summer 2017 CESTA Undergraduate Research Program (Session 2)","https://cesta.stanford.edu/events/final-presentation-showcase-summer-2017-cesta-undergraduate-research-program-session-2"
"1716323825-371","https://cesta.stanford.edu/events/past-events","","","Final Presentation Showcase for the Summer 2017 CESTA Undergraduate Research Program (Session 1)","https://cesta.stanford.edu/events/final-presentation-showcase-summer-2017-cesta-undergraduate-research-program-session-1"
"1716323825-372","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Grant Parker -- South Africa's Many Media of Forgetfulness","https://cesta.stanford.edu/events/cesta-seminar-grant-parker-south-africas-many-media-forgetfulness"
"1716323825-373","https://cesta.stanford.edu/events/past-events","","","A Crisis of Trust in China's Era of “Big Data” | DHAsia Presents","https://cesta.stanford.edu/events/crisis-trust-chinas-era-big-data-dhasia-presents"
"1716323825-374","https://cesta.stanford.edu/events/past-events","","","The Transformation of the Chinese Political Elite: Discovering Macrohistorical Changes with Digital Methods | DHAsia Presents Song Chen","https://cesta.stanford.edu/events/transformation-chinese-political-elite-discovering-macrohistorical-changes-digital-methods"
"1716323825-375","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | J.D. Porter & Hannah Walser ""Text Mining for Race and Ethnicity in American Fiction: 1789-1964""","https://cesta.stanford.edu/events/cesta-seminar-jd-porter-hannah-walser-text-mining-race-and-ethnicity-american-fiction-1789"
"1716323825-376","https://cesta.stanford.edu/events/past-events","","","Spatial History Project Working Group | Benjamin P. Hein ""The Frankfurt Stock Exchange, ca. 1875: a spatial history""","https://cesta.stanford.edu/events/spatial-history-project-working-group-benjamin-p-hein-frankfurt-stock-exchange-ca-1875"
"1716323825-377","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | Parallels and Allusions in Early Chinese Texts: A Digital Approach, by Donald Sturgeon","https://cesta.stanford.edu/events/dhasia-presents-parallels-and-allusions-early-chinese-texts-digital-approach-donald-sturgeon"
"1716323825-378","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Nicholas Jenkins ""17.28 Minutes in Flickr: amassing a visual archive for Kindred London""","https://cesta.stanford.edu/events/cesta-seminar-nicholas-jenkins-1728-minutes-flickr-amassing-visual-archive-kindred-london"
"1716323825-379","https://cesta.stanford.edu/events/past-events","","","CESTA Seminar | Ali Yaycıoǧlu & Antonis Hadjikyriacou ""Mapping Ottoman Greece: space, power, and empire""","https://cesta.stanford.edu/events/cesta-seminar-ali-yaycioglu-antonis-hadjikyriacou-mapping-ottoman-greece-space-power-and"
"1716323825-380","https://cesta.stanford.edu/events/past-events","","","Literary Lab Conference | ""Findings: is computation changing the study of history and literature?""","https://cesta.stanford.edu/events/literary-lab-conference-findings-computation-changing-study-history-and-literature"
"1716323825-381","https://cesta.stanford.edu/events/past-events","","","Literary Lab Conference | ""Findings: is computation changing the study of history and literature?""","https://cesta.stanford.edu/events/literary-lab-conference-findings-computation-changing-study-history-and-literature-0"
"1716323825-382","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | Transforming the Archives of Chinese Religion and Medicine, by Michael Stanley-Baker","https://cesta.stanford.edu/events/dhasia-presents-transforming-archives-chinese-religion-and-medicine-michael-stanley-baker"
"1716323825-383","https://cesta.stanford.edu/events/past-events","","","Graduate Certificate in Digital Humanities Capstone Presentations –– C.S. Edmondson & R.C. Midura","https://cesta.stanford.edu/events/graduate-certificate-digital-humanities-capstone-presentations-cs-edmondson-rc-midura"
"1716323825-384","https://cesta.stanford.edu/events/past-events","","","""Acoustics at the Intersection of Architecture and Music: The Caveau Phonocamptique of Noyon Cathedral""","https://cesta.stanford.edu/events/acoustics-intersection-architecture-and-music-caveau-phonocamptique-noyon-cathedral"
"1716323825-385","https://cesta.stanford.edu/events/past-events","","","G. da Guia: ""Mapping Discourses and Capital Flows in Latin America and the Caribbean: the Inter-American Development Bank Experience in Cultural Heritage Management"" (Spatial History Project Working Group)","https://cesta.stanford.edu/events/g-da-guia-mapping-discourses-and-capital-flows-latin-america-and-caribbean-inter-american"
"1716323825-386","https://cesta.stanford.edu/events/past-events","","","D. Johnson & I. Johnson: ""The Tremulator"" (Text Technologies)","https://cesta.stanford.edu/events/d-johnson-i-johnson-tremulator-text-technologies"
"1716323825-387","https://cesta.stanford.edu/events/past-events","","","Dan Edelstein & Nicole Coleman -- ""A Better Way to Build a Humanities Data Set""","https://cesta.stanford.edu/events/dan-edelstein-nicole-coleman-better-way-build-humanities-data-set"
"1716323825-388","https://cesta.stanford.edu/events/past-events","","","Thirteen ways of seeing: Building varying digital narratives from interconnected science archives","https://cesta.stanford.edu/events/thirteen-ways-seeing-building-varying-digital-narratives-interconnected-science-archives"
"1716323825-389","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | Moveable Feasts: Street Food in the 21st Century City, by Anna Greenspan","https://cesta.stanford.edu/events/dhasia-presents-moveable-feasts-street-food-21st-century-city-anna-greenspan"
"1716323825-390","https://cesta.stanford.edu/events/past-events","","","Susan Elizabeth Gagliardi: ""Mapping Senufo: Visualizing Time- and Place-Based Information about Historical Arts of West Africa""","https://cesta.stanford.edu/events/susan-elizabeth-gagliardi-mapping-senufo-visualizing-time-and-place-based-information-about"
"1716323825-391","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | Eurasia's Historical Space of Palimpsest: Desert, Border, Riparian and Steppe, by Manu P. Sobti","https://cesta.stanford.edu/events/dhasia-presents-eurasias-historical-space-palimpsest-desert-border-riparian-and-steppe-manu"
"1716323825-392","https://cesta.stanford.edu/events/past-events","","","Anna Foka-- ""Digital Pasts 2017: a Status Quo on Visualizing History""","https://cesta.stanford.edu/events/anna-foka-digital-pasts-2017-status-quo-visualizing-history"
"1716323825-393","https://cesta.stanford.edu/events/past-events","","","Brian Johnsrud: ""Using Digital Methods to Find 'the Reader' in Literary Criticism and the Reception of Contemporary Literature""","https://cesta.stanford.edu/events/brian-johnsrud-using-digital-methods-find-reader-literary-criticism-and-reception"
"1716323825-394","https://cesta.stanford.edu/events/past-events","","","Alice Staveley, Michael Widner & Helen Southworth: ""Book History Meets Digital Humanities: Designing for the Diasporic Archive in The Modernist Archives Publishing Project (MAPP)""","https://cesta.stanford.edu/events/alice-staveley-michael-widner-helen-southworth-book-history-meets-digital-humanities"
"1716323825-395","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | New Media and Spectatorship in East Asia: Over-Titling, Augmentation, and Intruding Texts, by Chen Jianqing (UC Berkeley)","https://cesta.stanford.edu/events/dhasia-presents-new-media-and-spectatorship-east-asia-over-titling-augmentation-and"
"1716323825-396","https://cesta.stanford.edu/events/past-events","","","Shelley Fisher Fishkin & Gabriel Wolfenstein-- ""Listening to Silence, Seeing Absence: The Challenge of Reconstructing Chinese Railroad Workers' Lives""","https://cesta.stanford.edu/events/shelley-fisher-fishkin-gabriel-wolfenstein-listening-silence-seeing-absence-challenge"
"1716323825-397","https://cesta.stanford.edu/events/past-events","","","DHAsia Presents | Diasporas Online: A Mixed Methods Approach to Sikh and Tamil Identity Politics, by Priya Kumar","https://cesta.stanford.edu/events/dhasia-presents-diasporas-online-mixed-methods-approach-sikh-and-tamil-identity-politics"
"1716323825-398","https://cesta.stanford.edu/events/past-events","","","Giovanna Ceserani: ""The Grand Tour Explorer: creating a dynamic and interactive digital resource for the study of eighteenth-century travel to Italy""","https://cesta.stanford.edu/events/giovanna-ceserani-grand-tour-explorer-creating-dynamic-and-interactive-digital-resource"
"1716323825-399","https://cesta.stanford.edu/events/past-events","","","Fibra Workshop - Tools for Humanities Research","https://cesta.stanford.edu/events/fibra-workshop-tools-humanities-research"
"1716323825-400","https://cesta.stanford.edu/events/past-events","","","Nicholas Jenkins and Erik Steiner-- Soft City: A Biomorphic Map of London","https://cesta.stanford.edu/events/nicholas-jenkins-and-erik-steiner-soft-city-biomorphic-map-london"
"1716323825-401","https://cesta.stanford.edu/events/past-events","","","CANCELED - Shelley Fisher Fishkin and the Chinese Railroad Workers Project --Listening to Silence, Seeing Absence: The Challenge of Reconstructing Chinese Railroad Workers' Lives","https://cesta.stanford.edu/events/canceled-shelley-fisher-fishkin-and-chinese-railroad-workers-project-listening-silence"
"1716323825-402","https://cesta.stanford.edu/events/past-events","","","Fredrik Norén: Text Mining the History of Information Politics Through Thousands of Swedish Governmental Reports","https://cesta.stanford.edu/events/fredrik-noren-text-mining-history-information-politics-through-thousands-swedish"
"1716323825-403","https://cesta.stanford.edu/events/past-events","","","Mark Algee-Hewett: Distributed Character: Quantitative Models of the English Stage, 1500-1920","https://cesta.stanford.edu/events/mark-algee-hewett-distributed-character-quantitative-models-english-stage-1500-1920"
"1716323825-404","https://cesta.stanford.edu/events/past-events","","","Tom Mullaney on Type Design and Empire (CESTA Seminar Series)","https://cesta.stanford.edu/events/tom-mullaney-type-design-and-empire-cesta-seminar-series"
"1716323825-405","https://cesta.stanford.edu/events/past-events","","","[Rescheduled!] Welcome Reception","https://cesta.stanford.edu/events/rescheduled-welcome-reception"
"1716323825-406","https://cesta.stanford.edu/events/past-events","","","Mapping Rome ... Not in a Day","https://cesta.stanford.edu/events/mapping-rome-not-day"
"1716323825-407","https://cesta.stanford.edu/events/past-events","","","CESTA Undergraduate Research Showcase","https://cesta.stanford.edu/events/cesta-undergraduate-research-showcase"
